Value Date,Narration,Amount,Dr/Cr,Category
20-10-2024,Temple Donation,1511.29,Dr,Miscellaneous
21-10-2024,Bus Ticket,1371.84,Dr,Travel
21-10-2024,Grandchildren's Gift,916.32,Dr,Shopping
22-10-2024,Train Ticket,4835.59,Dr,Travel
22-10-2024,Milk Subscription,874.24,Dr,Groceries
23-10-2024,Train Ticket,3395.48,Dr,Travel
23-10-2024,Readymade Garments,2310.59,Dr,Shopping
23-10-2024,Hospital Bill,15646.88,Dr,Healthcare
24-10-2024,Bus Ticket,1553.72,Dr,Travel
25-10-2024,Post Office Interest,4906.4,Cr,Income
25-10-2024,Temple Donation,1850.52,Dr,Miscellaneous
26-10-2024,Auto Rickshaw,188.73,Dr,Transportation
26-10-2024,Post Office RD,9784.19,Dr,Insurance
27-10-2024,Bus Ticket,597.34,Dr,Travel
27-10-2024,Newspaper Home Delivery,237.41,Dr,Subscriptions
27-10-2024,Kiryana Store,427.99,Dr,Groceries
28-10-2024,Fixed Deposit Interest,22603.85,Cr,Income
29-10-2024,Temple Donation,352.27,Dr,Miscellaneous
29-10-2024,Electricity Bill,1520.74,Dr,Utilities
01-11-2024,Vegetable Market,486.65,Dr,Groceries
03-11-2024,Auto Rickshaw,137.83,Dr,Transportation
03-11-2024,Diagnostic Tests,5387.09,Dr,Healthcare
04-11-2024,Electricity Bill,714.91,Dr,Utilities
05-11-2024,Readymade Garments,442.36,Dr,Shopping
05-11-2024,Post Office Interest,2791.83,Cr,Income
06-11-2024,Kiryana Store,923.61,Dr,Groceries
06-11-2024,LPG Cylinder,944.78,Dr,Utilities
09-11-2024,LIC Premium,15297.86,Dr,Insurance
09-11-2024,LPG Cylinder,914.45,Dr,Utilities
10-11-2024,PPF Withdrawal,33776.35,Cr,Income
11-11-2024,Electricity Bill,2244.22,Dr,Utilities
12-11-2024,Electricity Bill,2382.62,Dr,Utilities
14-11-2024,Pension Credit,51394.41,Cr,Income
15-11-2024,Chemist Medical Store,3785.42,Dr,Healthcare
15-11-2024,Fixed Deposit Interest,21118.86,Cr,Income
16-11-2024,Temple Donation,2244.01,Dr,Miscellaneous
16-11-2024,Pilgrimage Travel,25711.51,Dr,Travel
17-11-2024,Fixed Deposit Interest,6112.85,Cr,Income
18-11-2024,Chemist Medical Store,427.99,Dr,Healthcare
19-11-2024,Rental Income,23477.39,Cr,Income
19-11-2024,Fixed Deposit Interest,19714.63,Cr,Income
19-11-2024,Home Nurse Service,16159.1,Dr,Healthcare
20-11-2024,Kiryana Store,932.74,Dr,Groceries
21-11-2024,Cable TV,485.13,Dr,Subscriptions
22-11-2024,Train Ticket,3196.06,Dr,Travel
22-11-2024,Pilgrimage Travel,11504.95,Dr,Travel
22-11-2024,Temple Donation,2891.06,Dr,Miscellaneous
22-11-2024,Post Office Interest,6480.06,Cr,Income
23-11-2024,Children Transfer,12889.74,Cr,Income
24-11-2024,Chemist Medical Store,1194.55,Dr,Healthcare
25-11-2024,Pilgrimage Travel,4467.56,Dr,Travel
26-11-2024,Newspaper Home Delivery,208.04,Dr,Subscriptions
26-11-2024,Pilgrimage Travel,23694.41,Dr,Travel
27-11-2024,Bus Ticket,1555.83,Dr,Travel
27-11-2024,Readymade Garments,2671.44,Dr,Shopping
28-11-2024,Diagnostic Tests,8115.78,Dr,Healthcare
28-11-2024,Pilgrimage Travel,6997.93,Dr,Travel
30-11-2024,Hospital Bill,36139.87,Dr,Healthcare
01-12-2024,Electricity Bill,2790.88,Dr,Utilities
01-12-2024,Vegetable Market,716.23,Dr,Groceries
01-12-2024,Hospital Bill,2025.66,Dr,Healthcare
03-12-2024,Pilgrimage Travel,21040.91,Dr,Travel
04-12-2024,Vegetable Market,1629.31,Dr,Groceries
04-12-2024,Train Ticket,5560.51,Dr,Travel
07-12-2024,Newspaper Home Delivery,222.52,Dr,Subscriptions
07-12-2024,Newspaper Home Delivery,171.18,Dr,Subscriptions
07-12-2024,Temple Donation,315.62,Dr,Miscellaneous
08-12-2024,Vegetable Market,895.76,Dr,Groceries
09-12-2024,LIC Premium,18022.82,Dr,Insurance
10-12-2024,Pilgrimage Travel,23682.47,Dr,Travel
11-12-2024,Grandchildren's Gift,1459.69,Dr,Shopping
12-12-2024,Vegetable Market,1901.12,Dr,Groceries
12-12-2024,Temple Donation,996.24,Dr,Miscellaneous
12-12-2024,LIC Premium,6565.98,Dr,Insurance
14-12-2024,Newspaper Home Delivery,202.05,Dr,Subscriptions
15-12-2024,Chemist Medical Store,775.93,Dr,Healthcare
15-12-2024,Auto Rickshaw,199.83,Dr,Transportation
15-12-2024,Train Ticket,1115.08,Dr,Travel
16-12-2024,Post Office RD,8116.34,Dr,Insurance
16-12-2024,Chemist Medical Store,2723.54,Dr,Healthcare
17-12-2024,Electricity Bill,1314.01,Dr,Utilities
18-12-2024,Temple Donation,3356.92,Dr,Miscellaneous
18-12-2024,Train Ticket,5980.18,Dr,Travel
18-12-2024,Grandchildren's Gift,672.73,Dr,Shopping
18-12-2024,LIC Premium,19992.96,Dr,Insurance
19-12-2024,Chemist Medical Store,3349.56,Dr,Healthcare
20-12-2024,Auto Rickshaw,226.42,Dr,Transportation
21-12-2024,Bus Ticket,1522.6,Dr,Travel
24-12-2024,Post Office Interest,2961.57,Cr,Income
24-12-2024,Pension Credit,46349.7,Cr,Income
24-12-2024,Auto Rickshaw,113.89,Dr,Transportation
25-12-2024,PPF Withdrawal,45816.19,Cr,Income
27-12-2024,Electricity Bill,1484.51,Dr,Utilities
28-12-2024,Home Nurse Service,13934.0,Dr,Healthcare
28-12-2024,Temple Donation,3246.0,Dr,Miscellaneous
29-12-2024,Grandchildren's Gift,615.45,Dr,Shopping
31-12-2024,Kiryana Store,1469.9,Dr,Groceries
31-12-2024,Home Nurse Service,7610.41,Dr,Healthcare
31-12-2024,Grandchildren's Gift,2578.57,Dr,Shopping
02-01-2025,LPG Cylinder,913.57,Dr,Utilities
02-01-2025,Post Office RD,7940.84,Dr,Insurance
02-01-2025,Electricity Bill,541.12,Dr,Utilities
03-01-2025,Hospital Bill,3275.47,Dr,Healthcare
06-01-2025,Diagnostic Tests,8156.9,Dr,Healthcare
07-01-2025,Fixed Deposit Interest,6332.62,Cr,Income
08-01-2025,Bus Ticket,1140.63,Dr,Travel
08-01-2025,LPG Cylinder,914.37,Dr,Utilities
08-01-2025,Electricity Bill,2535.17,Dr,Utilities
09-01-2025,LPG Cylinder,912.29,Dr,Utilities
10-01-2025,Auto Rickshaw,106.01,Dr,Transportation
13-01-2025,Grandchildren's Gift,1107.47,Dr,Shopping
14-01-2025,Temple Donation,2888.17,Dr,Miscellaneous
16-01-2025,Pilgrimage Travel,19396.15,Dr,Travel
18-01-2025,Grandchildren's Gift,1062.73,Dr,Shopping
18-01-2025,Readymade Garments,918.3,Dr,Shopping
19-01-2025,PPF Withdrawal,12667.83,Cr,Income
20-01-2025,Newspaper Home Delivery,251.75,Dr,Subscriptions
20-01-2025,Post Office RD,6067.23,Dr,Insurance
20-01-2025,Pilgrimage Travel,15664.82,Dr,Travel
21-01-2025,Post Office Interest,4065.21,Cr,Income
23-01-2025,Pilgrimage Travel,11635.18,Dr,Travel
25-01-2025,Electricity Bill,2044.97,Dr,Utilities
26-01-2025,Diagnostic Tests,9058.01,Dr,Healthcare
27-01-2025,PPF Withdrawal,20300.56,Cr,Income
27-01-2025,LPG Cylinder,942.29,Dr,Utilities
28-01-2025,Temple Donation,1718.1,Dr,Miscellaneous
28-01-2025,Home Nurse Service,16797.81,Dr,Healthcare
29-01-2025,LIC Premium,13237.59,Dr,Insurance
29-01-2025,PPF Withdrawal,40018.62,Cr,Income
30-01-2025,Kiryana Store,749.74,Dr,Groceries
30-01-2025,Vegetable Market,1552.27,Dr,Groceries
31-01-2025,Pilgrimage Travel,21302.67,Dr,Travel
01-02-2025,Dividend Credit,12565.41,Cr,Income
01-02-2025,Electricity Bill,2576.89,Dr,Utilities
02-02-2025,Newspaper Home Delivery,191.26,Dr,Subscriptions
02-02-2025,Milk Subscription,411.03,Dr,Groceries
02-02-2025,Newspaper Home Delivery,193.44,Dr,Subscriptions
04-02-2025,Fixed Deposit Interest,21369.86,Cr,Income
04-02-2025,Pilgrimage Travel,23339.79,Dr,Travel
04-02-2025,Temple Donation,2548.5,Dr,Miscellaneous
05-02-2025,Rental Income,22506.05,Cr,Income
06-02-2025,Home Nurse Service,9453.27,Dr,Healthcare
06-02-2025,Train Ticket,7416.45,Dr,Travel
07-02-2025,Temple Donation,658.43,Dr,Miscellaneous
07-02-2025,Vegetable Market,744.17,Dr,Groceries
07-02-2025,Pilgrimage Travel,21259.59,Dr,Travel
08-02-2025,Readymade Garments,920.21,Dr,Shopping
09-02-2025,Train Ticket,6467.54,Dr,Travel
09-02-2025,Cable TV,472.74,Dr,Subscriptions
11-02-2025,Kiryana Store,1227.39,Dr,Groceries
11-02-2025,Hospital Bill,39906.95,Dr,Healthcare
12-02-2025,Vegetable Market,594.25,Dr,Groceries
16-02-2025,Newspaper Home Delivery,150.02,Dr,Subscriptions
16-02-2025,Readymade Garments,636.76,Dr,Shopping
17-02-2025,Temple Donation,2584.1,Dr,Miscellaneous
18-02-2025,Diagnostic Tests,6512.36,Dr,Healthcare
18-02-2025,Readymade Garments,1539.31,Dr,Shopping
18-02-2025,Post Office Interest,7755.81,Cr,Income
19-02-2025,Home Nurse Service,19366.23,Dr,Healthcare
19-02-2025,Bus Ticket,1618.86,Dr,Travel
20-02-2025,Chemist Medical Store,481.35,Dr,Healthcare
21-02-2025,Newspaper Home Delivery,192.15,Dr,Subscriptions
21-02-2025,Grandchildren's Gift,3655.24,Dr,Shopping
21-02-2025,Pilgrimage Travel,24880.19,Dr,Travel
22-02-2025,Temple Donation,1571.01,Dr,Miscellaneous
22-02-2025,Pension Credit,23617.67,Cr,Income
23-02-2025,PPF Withdrawal,11462.92,Cr,Income
24-02-2025,Rental Income,23041.32,Cr,Income
24-02-2025,Newspaper Home Delivery,163.35,Dr,Subscriptions
24-02-2025,Temple Donation,4551.91,Dr,Miscellaneous
27-02-2025,LPG Cylinder,925.42,Dr,Utilities
27-02-2025,Bus Ticket,1469.82,Dr,Travel
28-02-2025,Newspaper Home Delivery,220.29,Dr,Subscriptions
28-02-2025,Diagnostic Tests,7029.19,Dr,Healthcare
28-02-2025,Rental Income,22600.1,Cr,Income
05-03-2025,Grandchildren's Gift,1123.94,Dr,Shopping
05-03-2025,Electricity Bill,971.24,Dr,Utilities
05-03-2025,Grandchildren's Gift,2903.08,Dr,Shopping
06-03-2025,Auto Rickshaw,162.1,Dr,Transportation
07-03-2025,Auto Rickshaw,189.47,Dr,Transportation
08-03-2025,Pilgrimage Travel,28792.42,Dr,Travel
11-03-2025,Readymade Garments,676.61,Dr,Shopping
13-03-2025,Newspaper Home Delivery,171.12,Dr,Subscriptions
16-03-2025,Rental Income,23545.17,Cr,Income
17-03-2025,Readymade Garments,2350.19,Dr,Shopping
18-03-2025,Hospital Bill,16983.87,Dr,Healthcare
18-03-2025,Readymade Garments,688.71,Dr,Shopping
18-03-2025,Newspaper Home Delivery,208.61,Dr,Subscriptions
19-03-2025,Pilgrimage Travel,27876.3,Dr,Travel
20-03-2025,Pilgrimage Travel,27240.34,Dr,Travel
20-03-2025,Auto Rickshaw,123.82,Dr,Transportation
20-03-2025,Electricity Bill,2956.13,Dr,Utilities
21-03-2025,Fixed Deposit Interest,18355.27,Cr,Income
21-03-2025,Train Ticket,2704.41,Dr,Travel
21-03-2025,Post Office RD,3319.68,Dr,Insurance
22-03-2025,Rental Income,16125.22,Cr,Income
23-03-2025,Grandchildren's Gift,2986.56,Dr,Shopping
23-03-2025,Auto Rickshaw,97.58,Dr,Transportation
24-03-2025,Grandchildren's Gift,4069.57,Dr,Shopping
27-03-2025,Rental Income,7720.16,Cr,Income
30-03-2025,Train Ticket,7850.0,Dr,Travel
31-03-2025,Pension Credit,22029.23,Cr,Income
31-03-2025,Chemist Medical Store,4872.54,Dr,Healthcare
01-04-2025,Readymade Garments,2926.64,Dr,Shopping
02-04-2025,Chemist Medical Store,4098.67,Dr,Healthcare
03-04-2025,Hospital Bill,7554.0,Dr,Healthcare
04-04-2025,PPF Withdrawal,20652.03,Cr,Income
05-04-2025,Fixed Deposit Interest,5166.01,Cr,Income
06-04-2025,Milk Subscription,707.98,Dr,Groceries
06-04-2025,Vegetable Market,1258.92,Dr,Groceries
07-04-2025,Diagnostic Tests,719.7,Dr,Healthcare
07-04-2025,Home Nurse Service,6808.92,Dr,Healthcare
08-04-2025,Electricity Bill,2701.83,Dr,Utilities
08-04-2025,Hospital Bill,16538.4,Dr,Healthcare
09-04-2025,Rental Income,11138.27,Cr,Income
10-04-2025,Post Office Interest,7374.43,Cr,Income
10-04-2025,Train Ticket,798.73,Dr,Travel
10-04-2025,Train Ticket,1921.83,Dr,Travel
12-04-2025,Home Nurse Service,11522.49,Dr,Healthcare
13-04-2025,Bus Ticket,532.69,Dr,Travel
13-04-2025,Home Nurse Service,9734.61,Dr,Healthcare
14-04-2025,Readymade Garments,2175.04,Dr,Shopping
15-04-2025,Vegetable Market,613.13,Dr,Groceries
15-04-2025,LPG Cylinder,937.48,Dr,Utilities
16-04-2025,Bus Ticket,885.69,Dr,Travel
17-04-2025,Dividend Credit,3458.99,Cr,Income
19-04-2025,Auto Rickshaw,231.92,Dr,Transportation
19-04-2025,Grandchildren's Gift,4623.99,Dr,Shopping
20-04-2025,Bus Ticket,1722.98,Dr,Travel
21-04-2025,Train Ticket,5995.79,Dr,Travel
22-04-2025,Hospital Bill,33775.28,Dr,Healthcare
23-04-2025,PPF Withdrawal,42209.52,Cr,Income
23-04-2025,Milk Subscription,735.18,Dr,Groceries
25-04-2025,LPG Cylinder,944.45,Dr,Utilities
25-04-2025,LPG Cylinder,911.21,Dr,Utilities
25-04-2025,LIC Premium,12705.18,Dr,Insurance
26-04-2025,Vegetable Market,879.13,Dr,Groceries
26-04-2025,Rental Income,15149.41,Cr,Income
28-04-2025,Rental Income,9198.4,Cr,Income
29-04-2025,Newspaper Home Delivery,298.12,Dr,Subscriptions
30-04-2025,PPF Withdrawal,11603.99,Cr,Income
30-04-2025,LIC Premium,18230.74,Dr,Insurance
01-05-2025,LPG Cylinder,922.96,Dr,Utilities
01-05-2025,Grandchildren's Gift,2715.08,Dr,Shopping
02-05-2025,Home Nurse Service,15577.95,Dr,Healthcare
02-05-2025,Vegetable Market,724.63,Dr,Groceries
02-05-2025,Grandchildren's Gift,1720.89,Dr,Shopping
02-05-2025,Temple Donation,2106.75,Dr,Miscellaneous
02-05-2025,Auto Rickshaw,227.47,Dr,Transportation
02-05-2025,Diagnostic Tests,9633.18,Dr,Healthcare
03-05-2025,Electricity Bill,626.44,Dr,Utilities
04-05-2025,Cable TV,479.43,Dr,Subscriptions
04-05-2025,Rental Income,15738.05,Cr,Income
04-05-2025,Home Nurse Service,16035.5,Dr,Healthcare
04-05-2025,Hospital Bill,8876.9,Dr,Healthcare
05-05-2025,LPG Cylinder,906.24,Dr,Utilities
07-05-2025,Diagnostic Tests,8723.72,Dr,Healthcare
08-05-2025,Electricity Bill,2968.11,Dr,Utilities
09-05-2025,Readymade Garments,400.03,Dr,Shopping
10-05-2025,Auto Rickshaw,62.71,Dr,Transportation
10-05-2025,Home Nurse Service,7308.92,Dr,Healthcare
11-05-2025,Pilgrimage Travel,14207.57,Dr,Travel
12-05-2025,LIC Premium,12718.07,Dr,Insurance
12-05-2025,Diagnostic Tests,6863.57,Dr,Healthcare
13-05-2025,Post Office RD,8787.13,Dr,Insurance
14-05-2025,Post Office RD,6412.76,Dr,Insurance
16-05-2025,Grandchildren's Gift,826.84,Dr,Shopping
17-05-2025,Diagnostic Tests,506.94,Dr,Healthcare
18-05-2025,Fixed Deposit Interest,14670.13,Cr,Income
18-05-2025,Kiryana Store,580.23,Dr,Groceries
18-05-2025,Children Transfer,24009.58,Cr,Income
19-05-2025,Cable TV,433.86,Dr,Subscriptions
20-05-2025,Electricity Bill,585.91,Dr,Utilities
22-05-2025,Pilgrimage Travel,23897.48,Dr,Travel
22-05-2025,Electricity Bill,2043.99,Dr,Utilities
23-05-2025,Pension Credit,54531.51,Cr,Income
23-05-2025,Auto Rickshaw,292.47,Dr,Transportation
24-05-2025,Children Transfer,29470.29,Cr,Income
24-05-2025,Newspaper Home Delivery,189.96,Dr,Subscriptions
25-05-2025,LIC Premium,17765.83,Dr,Insurance
25-05-2025,Grandchildren's Gift,4884.14,Dr,Shopping
25-05-2025,Kiryana Store,1293.7,Dr,Groceries
25-05-2025,Kiryana Store,806.6,Dr,Groceries
26-05-2025,Post Office RD,9817.16,Dr,Insurance
27-05-2025,Pension Credit,35513.47,Cr,Income
30-05-2025,Bus Ticket,204.21,Dr,Travel
31-05-2025,Electricity Bill,2224.19,Dr,Utilities
01-06-2025,PPF Withdrawal,13039.31,Cr,Income
01-06-2025,Pension Credit,47159.4,Cr,Income
03-06-2025,LPG Cylinder,921.94,Dr,Utilities
03-06-2025,LIC Premium,19923.7,Dr,Insurance
03-06-2025,Dividend Credit,5548.66,Cr,Income
04-06-2025,Auto Rickshaw,127.42,Dr,Transportation
04-06-2025,Temple Donation,2827.51,Dr,Miscellaneous
05-06-2025,Cable TV,207.87,Dr,Subscriptions
05-06-2025,Temple Donation,3748.45,Dr,Miscellaneous
07-06-2025,Bus Ticket,1166.88,Dr,Travel
10-06-2025,LIC Premium,16863.63,Dr,Insurance
11-06-2025,Temple Donation,3759.29,Dr,Miscellaneous
11-06-2025,Cable TV,280.38,Dr,Subscriptions
12-06-2025,Milk Subscription,318.86,Dr,Groceries
12-06-2025,Grandchildren's Gift,1525.64,Dr,Shopping
13-06-2025,Home Nurse Service,7785.88,Dr,Healthcare
14-06-2025,Bus Ticket,1246.94,Dr,Travel
14-06-2025,Chemist Medical Store,4838.34,Dr,Healthcare
17-06-2025,PPF Withdrawal,39898.74,Cr,Income
17-06-2025,Hospital Bill,48438.38,Dr,Healthcare
18-06-2025,Hospital Bill,21933.57,Dr,Healthcare
18-06-2025,Temple Donation,1476.87,Dr,Miscellaneous
20-06-2025,Home Nurse Service,13450.35,Dr,Healthcare
20-06-2025,Train Ticket,2432.39,Dr,Travel
23-06-2025,Cable TV,388.56,Dr,Subscriptions
23-06-2025,Post Office RD,5063.11,Dr,Insurance
23-06-2025,Temple Donation,1821.78,Dr,Miscellaneous
24-06-2025,Chemist Medical Store,1637.79,Dr,Healthcare
24-06-2025,Cable TV,260.68,Dr,Subscriptions
24-06-2025,Pilgrimage Travel,14395.6,Dr,Travel
25-06-2025,Auto Rickshaw,166.06,Dr,Transportation
25-06-2025,Milk Subscription,522.59,Dr,Groceries
27-06-2025,Cable TV,300.64,Dr,Subscriptions
28-06-2025,Auto Rickshaw,67.42,Dr,Transportation
28-06-2025,Post Office Interest,8772.14,Cr,Income
29-06-2025,Kiryana Store,1213.42,Dr,Groceries
29-06-2025,Grandchildren's Gift,4655.71,Dr,Shopping
29-06-2025,Temple Donation,3021.18,Dr,Miscellaneous
01-07-2025,Temple Donation,598.69,Dr,Miscellaneous
02-07-2025,Home Nurse Service,17684.88,Dr,Healthcare
02-07-2025,Readymade Garments,412.25,Dr,Shopping
02-07-2025,LIC Premium,15592.31,Dr,Insurance
02-07-2025,Hospital Bill,15958.42,Dr,Healthcare
03-07-2025,Electricity Bill,1228.66,Dr,Utilities
03-07-2025,Grandchildren's Gift,527.56,Dr,Shopping
04-07-2025,Pension Credit,24849.55,Cr,Income
04-07-2025,Diagnostic Tests,4876.68,Dr,Healthcare
05-07-2025,Temple Donation,1842.92,Dr,Miscellaneous
05-07-2025,Home Nurse Service,6763.51,Dr,Healthcare
06-07-2025,Children Transfer,18411.13,Cr,Income
07-07-2025,Electricity Bill,2467.68,Dr,Utilities
08-07-2025,Diagnostic Tests,2455.74,Dr,Healthcare
08-07-2025,Kiryana Store,1210.57,Dr,Groceries
08-07-2025,Children Transfer,29585.33,Cr,Income
08-07-2025,Newspaper Home Delivery,274.03,Dr,Subscriptions
10-07-2025,Diagnostic Tests,2806.87,Dr,Healthcare
10-07-2025,Kiryana Store,731.94,Dr,Groceries
11-07-2025,Diagnostic Tests,7955.27,Dr,Healthcare
13-07-2025,Electricity Bill,2842.06,Dr,Utilities
13-07-2025,Readymade Garments,930.64,Dr,Shopping
13-07-2025,Milk Subscription,420.35,Dr,Groceries
17-07-2025,Grandchildren's Gift,4176.71,Dr,Shopping
18-07-2025,Diagnostic Tests,2409.35,Dr,Healthcare
18-07-2025,Readymade Garments,656.02,Dr,Shopping
18-07-2025,PPF Withdrawal,40783.04,Cr,Income
19-07-2025,Milk Subscription,410.16,Dr,Groceries
19-07-2025,Vegetable Market,1603.35,Dr,Groceries
19-07-2025,Chemist Medical Store,940.7,Dr,Healthcare
20-07-2025,LPG Cylinder,932.38,Dr,Utilities
20-07-2025,Hospital Bill,36811.63,Dr,Healthcare
20-07-2025,Post Office RD,3912.52,Dr,Insurance
21-07-2025,Bus Ticket,1965.67,Dr,Travel
22-07-2025,Hospital Bill,28205.26,Dr,Healthcare
23-07-2025,LIC Premium,14075.92,Dr,Insurance
23-07-2025,Dividend Credit,11691.13,Cr,Income
23-07-2025,Rental Income,19901.63,Cr,Income
23-07-2025,Diagnostic Tests,3639.56,Dr,Healthcare
23-07-2025,Newspaper Home Delivery,287.63,Dr,Subscriptions
25-07-2025,Pension Credit,35064.49,Cr,Income
26-07-2025,Milk Subscription,515.12,Dr,Groceries
28-07-2025,Bus Ticket,761.8,Dr,Travel
29-07-2025,Diagnostic Tests,9625.96,Dr,Healthcare
29-07-2025,Readymade Garments,2761.09,Dr,Shopping
29-07-2025,Newspaper Home Delivery,240.81,Dr,Subscriptions
31-07-2025,Temple Donation,3330.2,Dr,Miscellaneous
01-08-2025,Auto Rickshaw,222.4,Dr,Transportation
02-08-2025,Grandchildren's Gift,2605.68,Dr,Shopping
02-08-2025,Milk Subscription,520.93,Dr,Groceries
02-08-2025,Dividend Credit,7626.65,Cr,Income
02-08-2025,Milk Subscription,693.18,Dr,Groceries
03-08-2025,Newspaper Home Delivery,231.05,Dr,Subscriptions
06-08-2025,Electricity Bill,1928.93,Dr,Utilities
06-08-2025,Children Transfer,23401.04,Cr,Income
07-08-2025,Diagnostic Tests,6183.03,Dr,Healthcare
07-08-2025,Bus Ticket,1393.21,Dr,Travel
07-08-2025,Readymade Garments,1181.96,Dr,Shopping
07-08-2025,Post Office Interest,6197.46,Cr,Income
07-08-2025,Grandchildren's Gift,2256.94,Dr,Shopping
08-08-2025,Pilgrimage Travel,26503.98,Dr,Travel
10-08-2025,Temple Donation,1230.3,Dr,Miscellaneous
10-08-2025,Auto Rickshaw,138.73,Dr,Transportation
10-08-2025,Electricity Bill,2409.26,Dr,Utilities
10-08-2025,Home Nurse Service,9392.87,Dr,Healthcare
10-08-2025,Vegetable Market,1207.44,Dr,Groceries
11-08-2025,Diagnostic Tests,1941.77,Dr,Healthcare
11-08-2025,Temple Donation,1892.58,Dr,Miscellaneous
12-08-2025,LPG Cylinder,913.91,Dr,Utilities
13-08-2025,Home Nurse Service,18142.45,Dr,Healthcare
14-08-2025,Pilgrimage Travel,25781.45,Dr,Travel
15-08-2025,Kiryana Store,358.87,Dr,Groceries
15-08-2025,Fixed Deposit Interest,25350.67,Cr,Income
16-08-2025,Bus Ticket,1985.55,Dr,Travel
18-08-2025,Pension Credit,47024.34,Cr,Income
18-08-2025,Vegetable Market,356.5,Dr,Groceries
19-08-2025,Home Nurse Service,12362.79,Dr,Healthcare
19-08-2025,Pilgrimage Travel,10867.35,Dr,Travel
21-08-2025,Children Transfer,25237.42,Cr,Income
21-08-2025,Auto Rickshaw,249.09,Dr,Transportation
22-08-2025,Bus Ticket,562.3,Dr,Travel
22-08-2025,Cable TV,379.23,Dr,Subscriptions
23-08-2025,Temple Donation,1571.07,Dr,Miscellaneous
23-08-2025,Cable TV,330.59,Dr,Subscriptions
24-08-2025,Bus Ticket,548.24,Dr,Travel
25-08-2025,Newspaper Home Delivery,249.25,Dr,Subscriptions
27-08-2025,Post Office RD,9876.78,Dr,Insurance
27-08-2025,Rental Income,14534.57,Cr,Income
28-08-2025,Readymade Garments,708.09,Dr,Shopping
29-08-2025,Dividend Credit,2390.31,Cr,Income
30-08-2025,Fixed Deposit Interest,7772.1,Cr,Income
31-08-2025,Pension Credit,58607.06,Cr,Income
02-09-2025,Cable TV,282.48,Dr,Subscriptions
03-09-2025,Dividend Credit,4861.05,Cr,Income
03-09-2025,Post Office RD,7721.82,Dr,Insurance
04-09-2025,Home Nurse Service,13686.44,Dr,Healthcare
05-09-2025,Rental Income,23543.45,Cr,Income
06-09-2025,Post Office RD,3434.16,Dr,Insurance
08-09-2025,Newspaper Home Delivery,239.33,Dr,Subscriptions
09-09-2025,LPG Cylinder,903.87,Dr,Utilities
09-09-2025,Train Ticket,3496.65,Dr,Travel
11-09-2025,Rental Income,21205.4,Cr,Income
11-09-2025,Newspaper Home Delivery,151.73,Dr,Subscriptions
12-09-2025,Pension Credit,35691.77,Cr,Income
12-09-2025,Post Office RD,6974.89,Dr,Insurance
12-09-2025,Auto Rickshaw,155.02,Dr,Transportation
13-09-2025,Post Office RD,4585.93,Dr,Insurance
13-09-2025,Train Ticket,2509.27,Dr,Travel
13-09-2025,Electricity Bill,2022.67,Dr,Utilities
14-09-2025,Cable TV,258.11,Dr,Subscriptions
16-09-2025,Vegetable Market,339.51,Dr,Groceries
16-09-2025,Grandchildren's Gift,1399.65,Dr,Shopping
17-09-2025,Temple Donation,1772.3,Dr,Miscellaneous
22-09-2025,Readymade Garments,758.71,Dr,Shopping
22-09-2025,Fixed Deposit Interest,27846.14,Cr,Income
23-09-2025,Rental Income,20889.73,Cr,Income
25-09-2025,Pension Credit,56459.12,Cr,Income
25-09-2025,Pilgrimage Travel,22156.1,Dr,Travel
25-09-2025,Train Ticket,2772.61,Dr,Travel
25-09-2025,Diagnostic Tests,2482.41,Dr,Healthcare
26-09-2025,Hospital Bill,49448.55,Dr,Healthcare
26-09-2025,Dividend Credit,2160.44,Cr,Income
26-09-2025,LIC Premium,18615.46,Dr,Insurance
26-09-2025,Electricity Bill,1483.15,Dr,Utilities
27-09-2025,Post Office Interest,3253.91,Cr,Income
27-09-2025,Hospital Bill,33068.53,Dr,Healthcare
27-09-2025,Dividend Credit,13579.7,Cr,Income
27-09-2025,Kiryana Store,1276.9,Dr,Groceries
27-09-2025,Pilgrimage Travel,4294.38,Dr,Travel
28-09-2025,LPG Cylinder,924.96,Dr,Utilities
28-09-2025,PPF Withdrawal,35203.93,Cr,Income
29-09-2025,Chemist Medical Store,819.82,Dr,Healthcare
29-09-2025,Readymade Garments,1721.4,Dr,Shopping
01-10-2025,Grandchildren's Gift,4747.91,Dr,Shopping
01-10-2025,Hospital Bill,47296.73,Dr,Healthcare
01-10-2025,Readymade Garments,2884.74,Dr,Shopping
02-10-2025,Vegetable Market,562.59,Dr,Groceries
03-10-2025,Newspaper Home Delivery,222.15,Dr,Subscriptions
05-10-2025,Pension Credit,30360.07,Cr,Income
05-10-2025,Diagnostic Tests,4236.61,Dr,Healthcare
05-10-2025,Diagnostic Tests,7657.45,Dr,Healthcare
05-10-2025,Milk Subscription,445.25,Dr,Groceries
06-10-2025,Temple Donation,1578.87,Dr,Miscellaneous
07-10-2025,Newspaper Home Delivery,294.31,Dr,Subscriptions
07-10-2025,Dividend Credit,10435.13,Cr,Income
07-10-2025,Milk Subscription,476.2,Dr,Groceries
09-10-2025,Kiryana Store,392.62,Dr,Groceries
09-10-2025,Rental Income,18712.69,Cr,Income
09-10-2025,Auto Rickshaw,188.63,Dr,Transportation
09-10-2025,Pilgrimage Travel,28735.24,Dr,Travel
