Transaction Date,Description,Net Amount,Type,Spending Category
08-31-2025,1mg Medicine Order,117.23,Expense,Healthcare
08-31-2025,Doctor Consultation,1086.79,Expense,Healthcare
08-31-2025,Spotify Premium,119.0,Expense,Subscriptions
09-01-2025,Zomato Food Delivery,363.07,Expense,Food & Dining
09-01-2025,Freelance Payment,11422.2,Income,Income
09-01-2025,Airtel Mobile Bill,530.09,Expense,Utilities
09-01-2025,Book Purchase,237.32,Expense,Education
09-02-2025,Dividend Credit,7920.96,Income,Income
09-02-2025,Hair Salon,924.67,Expense,Personal Care
09-02-2025,Metro Card Recharge,618.93,Expense,Transportation
09-03-2025,House Rent,10890.98,Expense,Housing
09-03-2025,Meesho Order,1703.01,Expense,Shopping
09-04-2025,Metro Card Recharge,722.33,Expense,Transportation
09-04-2025,Amazon Prime,226.55,Expense,Subscriptions
09-05-2025,Refund Credit,1091.72,Income,Income
09-05-2025,Petrol / Diesel,1673.38,Expense,Transportation
09-05-2025,Uber Ride,403.41,Expense,Transportation
09-05-2025,Parking Charges,247.97,Expense,Transportation
09-06-2025,ATM Withdrawal,4555.54,Expense,Miscellaneous
09-07-2025,Spa Treatment,2854.29,Expense,Personal Care
09-07-2025,Hotel Stay,5977.44,Expense,Travel
09-07-2025,Ola Cab,105.73,Expense,Transportation
09-07-2025,Hotstar Subscription,182.63,Expense,Subscriptions
09-07-2025,Zomato Food Delivery,258.34,Expense,Food & Dining
09-08-2025,Electricity Bill,4406.86,Expense,Utilities
09-08-2025,Amazon Purchase,5173.84,Expense,Shopping
09-08-2025,YouTube Premium,139.0,Expense,Subscriptions
09-10-2025,BigBasket Groceries,1755.8,Expense,Groceries
09-11-2025,Hotstar Subscription,606.38,Expense,Subscriptions
09-11-2025,Parking Charges,86.18,Expense,Transportation
09-13-2025,Apollo Pharmacy,1013.89,Expense,Healthcare
09-14-2025,BookMyShow Tickets,862.2,Expense,Entertainment
09-14-2025,Airtel Mobile Bill,366.18,Expense,Utilities
09-14-2025,Metro Card Recharge,440.1,Expense,Transportation
09-14-2025,Meesho Order,386.09,Expense,Shopping
09-16-2025,Bonus Credit,37133.44,Income,Income
09-17-2025,Freelance Payment,22089.65,Income,Income
09-17-2025,Spotify Premium,119.0,Expense,Subscriptions
09-17-2025,Metro Card Recharge,487.14,Expense,Transportation
09-17-2025,Doctor Consultation,1119.78,Expense,Healthcare
09-18-2025,Amazon Prime,856.6,Expense,Subscriptions
09-18-2025,Cashback Credit,791.19,Income,Income
09-19-2025,Spa Treatment,860.23,Expense,Personal Care
09-19-2025,Refund Credit,3584.86,Income,Income
09-19-2025,House Rent,23543.71,Expense,Housing
09-20-2025,Metro Card Recharge,970.08,Expense,Transportation
09-20-2025,Restaurant Dinner,852.18,Expense,Food & Dining
09-20-2025,Gaming Recharge,927.87,Expense,Entertainment
09-21-2025,Salary Credit,83602.88,Income,Income
09-22-2025,Amazon Purchase,1548.88,Expense,Shopping
09-22-2025,Metro Card Recharge,752.91,Expense,Transportation
09-23-2025,Dividend Credit,11110.57,Income,Income
09-24-2025,Ajio Clothing,1648.36,Expense,Shopping
09-25-2025,PVR Cinemas,765.64,Expense,Entertainment
09-25-2025,Zomato Food Delivery,626.69,Expense,Food & Dining
09-27-2025,DMart Purchase,836.83,Expense,Groceries
09-27-2025,Airtel Mobile Bill,313.41,Expense,Utilities
09-28-2025,Ola Cab,207.51,Expense,Transportation
09-28-2025,Swiggy Order,302.19,Expense,Food & Dining
09-28-2025,Gaming Recharge,893.95,Expense,Entertainment
09-29-2025,Hotstar Subscription,191.57,Expense,Subscriptions
09-29-2025,Airtel Mobile Bill,964.89,Expense,Utilities
09-30-2025,Amazon Prime,574.05,Expense,Subscriptions
10-01-2025,Hotel Stay,8051.71,Expense,Travel
10-01-2025,Insurance Premium,8974.36,Expense,Insurance
10-02-2025,Parking Charges,174.62,Expense,Transportation
10-03-2025,Salary Credit,92784.75,Income,Income
10-03-2025,Rental Income,16052.19,Income,Income
10-03-2025,Hotstar Subscription,695.28,Expense,Subscriptions
10-04-2025,Refund Credit,4372.03,Income,Income
10-04-2025,Ola Cab,228.52,Expense,Transportation
10-04-2025,Travel Booking,3281.74,Expense,Travel
10-05-2025,Airtel Mobile Bill,531.7,Expense,Utilities
10-05-2025,Cashback Credit,503.52,Income,Income
10-05-2025,Online Course,4394.89,Expense,Education
10-07-2025,School Fees,6270.26,Expense,Education
10-07-2025,Cashback Credit,184.96,Income,Income
10-07-2025,Maintenance Charges,2362.81,Expense,Housing
10-08-2025,Doctor Consultation,1154.22,Expense,Healthcare
10-08-2025,DMart Purchase,692.11,Expense,Groceries
10-09-2025,Refund Credit,3500.23,Income,Income
10-09-2025,Uber Ride,342.32,Expense,Transportation
10-10-2025,Spotify Premium,119.0,Expense,Subscriptions
10-11-2025,1mg Medicine Order,175.35,Expense,Healthcare
10-12-2025,Netflix Subscription,403.18,Expense,Subscriptions
10-12-2025,Restaurant Dinner,1455.59,Expense,Food & Dining
10-12-2025,Metro Card Recharge,902.62,Expense,Transportation
10-13-2025,Ajio Clothing,2276.0,Expense,Shopping
10-13-2025,Travel Booking,10799.72,Expense,Travel
10-13-2025,Bonus Credit,45401.81,Income,Income
10-13-2025,Salary Credit,59031.32,Income,Income
10-14-2025,Jio Recharge,303.93,Expense,Utilities
10-14-2025,Amazon Prime,213.34,Expense,Subscriptions
10-15-2025,Water Bill,203.0,Expense,Utilities
10-16-2025,PVR Cinemas,442.22,Expense,Entertainment
10-16-2025,Travel Booking,17626.51,Expense,Travel
10-16-2025,UPI Received,5981.69,Income,Income
10-17-2025,Apollo Pharmacy,697.24,Expense,Healthcare
10-18-2025,Meesho Order,1762.77,Expense,Shopping
10-19-2025,Uber Ride,279.88,Expense,Transportation
10-19-2025,YouTube Premium,139.0,Expense,Subscriptions
10-19-2025,Airtel Mobile Bill,387.82,Expense,Utilities
10-19-2025,Jio Recharge,400.18,Expense,Utilities
10-21-2025,Petrol / Diesel,879.18,Expense,Transportation
10-21-2025,1mg Medicine Order,1102.28,Expense,Healthcare
10-22-2025,Amazon Purchase,1180.0,Expense,Shopping
10-22-2025,Ola Cab,102.37,Expense,Transportation
10-23-2025,Reliance Fresh,1177.52,Expense,Groceries
10-23-2025,Gaming Recharge,233.5,Expense,Entertainment
10-23-2025,Spa Treatment,1335.09,Expense,Personal Care
10-23-2025,Salary Credit,44965.65,Income,Income
10-24-2025,School Fees,13239.65,Expense,Education
10-24-2025,Ola Cab,292.16,Expense,Transportation
10-25-2025,Gym Membership,2439.23,Expense,Healthcare
10-25-2025,Rapido Bike Taxi,198.53,Expense,Transportation
10-26-2025,BigBasket Groceries,2740.6,Expense,Groceries
10-26-2025,Gaming Recharge,1757.74,Expense,Entertainment
10-26-2025,Uber Ride,386.6,Expense,Transportation
10-27-2025,Flipkart Order,5137.81,Expense,Shopping
10-27-2025,Spotify Premium,119.0,Expense,Subscriptions
10-27-2025,Apollo Pharmacy,1904.07,Expense,Healthcare
10-28-2025,Hair Salon,1107.1,Expense,Personal Care
10-28-2025,PVR Cinemas,731.53,Expense,Entertainment
10-28-2025,Coffee Shop,256.15,Expense,Food & Dining
10-28-2025,Ola Cab,242.25,Expense,Transportation
10-30-2025,DMart Purchase,2990.87,Expense,Groceries
10-30-2025,Interest Credit,2795.75,Income,Income
10-31-2025,Netflix Subscription,205.28,Expense,Subscriptions
11-01-2025,Gaming Recharge,957.11,Expense,Entertainment
11-02-2025,Myntra Fashion,3663.63,Expense,Shopping
11-02-2025,Gaming Recharge,1840.65,Expense,Entertainment
11-03-2025,Restaurant Dinner,798.5,Expense,Food & Dining
11-03-2025,Airtel Mobile Bill,482.39,Expense,Utilities
11-03-2025,Ajio Clothing,2336.72,Expense,Shopping
11-03-2025,Interest Credit,1577.12,Income,Income
11-04-2025,Zomato Food Delivery,244.75,Expense,Food & Dining
11-04-2025,More Supermarket,436.91,Expense,Groceries
11-05-2025,Hotel Stay,3447.19,Expense,Travel
11-05-2025,Freelance Payment,21115.3,Income,Income
11-07-2025,DMart Purchase,652.37,Expense,Groceries
11-07-2025,Swiggy Order,751.64,Expense,Food & Dining
11-07-2025,Spotify Premium,119.0,Expense,Subscriptions
11-08-2025,Salary Credit,43838.38,Income,Income
11-08-2025,Parking Charges,283.77,Expense,Transportation
11-08-2025,1mg Medicine Order,1125.3,Expense,Healthcare
11-08-2025,Parking Charges,190.22,Expense,Transportation
11-09-2025,Book Purchase,1395.52,Expense,Education
11-10-2025,Maintenance Charges,921.91,Expense,Housing
11-11-2025,Netflix Subscription,227.69,Expense,Subscriptions
11-11-2025,Dividend Credit,8222.19,Income,Income
11-11-2025,Insurance Premium,5882.56,Expense,Insurance
11-12-2025,Insurance Premium,4884.38,Expense,Insurance
11-12-2025,DMart Purchase,3292.89,Expense,Groceries
11-12-2025,Zomato Food Delivery,538.75,Expense,Food & Dining
11-13-2025,Salary Credit,53521.57,Income,Income
11-13-2025,Coffee Shop,385.92,Expense,Food & Dining
11-14-2025,YouTube Premium,139.0,Expense,Subscriptions
11-14-2025,Newspaper Subscription,238.6,Expense,Subscriptions
11-15-2025,School Fees,9438.34,Expense,Education
11-15-2025,Apollo Pharmacy,815.62,Expense,Healthcare
11-16-2025,Netflix Subscription,208.62,Expense,Subscriptions
11-17-2025,Myntra Fashion,3444.89,Expense,Shopping
11-17-2025,Airtel Mobile Bill,906.06,Expense,Utilities
11-18-2025,Bonus Credit,13589.01,Income,Income
11-18-2025,Uber Ride,245.31,Expense,Transportation
11-19-2025,Zomato Food Delivery,592.35,Expense,Food & Dining
11-19-2025,Gaming Recharge,757.58,Expense,Entertainment
11-20-2025,Refund Credit,3479.44,Income,Income
11-20-2025,Insurance Premium,2522.21,Expense,Insurance
11-21-2025,Hotel Stay,5561.79,Expense,Travel
11-21-2025,Apollo Pharmacy,1187.81,Expense,Healthcare
11-21-2025,Gaming Recharge,621.58,Expense,Entertainment
11-22-2025,Transfer Received,7575.35,Income,Income
11-22-2025,Jio Recharge,532.16,Expense,Utilities
11-23-2025,Spotify Premium,119.0,Expense,Subscriptions
11-23-2025,Doctor Consultation,1249.73,Expense,Healthcare
11-23-2025,Maintenance Charges,580.09,Expense,Housing
11-24-2025,Book Purchase,879.39,Expense,Education
11-24-2025,Bonus Credit,15167.81,Income,Income
11-25-2025,School Fees,5232.7,Expense,Education
11-25-2025,Book Purchase,525.84,Expense,Education
11-26-2025,Spa Treatment,1566.78,Expense,Personal Care
11-26-2025,Jio Recharge,461.5,Expense,Utilities
11-27-2025,Meesho Order,1660.95,Expense,Shopping
11-27-2025,Newspaper Subscription,195.2,Expense,Subscriptions
11-29-2025,Myntra Fashion,638.73,Expense,Shopping
11-30-2025,DMart Purchase,385.86,Expense,Groceries
11-30-2025,PVR Cinemas,795.17,Expense,Entertainment
11-30-2025,UPI Received,1292.98,Income,Income
12-01-2025,Parking Charges,177.38,Expense,Transportation
12-01-2025,Travel Booking,13778.15,Expense,Travel
12-01-2025,Water Bill,384.48,Expense,Utilities
12-01-2025,Spotify Premium,119.0,Expense,Subscriptions
12-02-2025,Rapido Bike Taxi,128.22,Expense,Transportation
12-03-2025,Petrol / Diesel,789.4,Expense,Transportation
12-03-2025,School Fees,8695.36,Expense,Education
12-03-2025,ATM Withdrawal,2062.95,Expense,Miscellaneous
12-04-2025,Restaurant Dinner,1306.66,Expense,Food & Dining
12-04-2025,Spa Treatment,2870.65,Expense,Personal Care
12-04-2025,BookMyShow Tickets,1475.87,Expense,Entertainment
12-04-2025,Freelance Payment,24859.66,Income,Income
12-05-2025,Jio Recharge,333.53,Expense,Utilities
12-05-2025,Parking Charges,253.36,Expense,Transportation
12-05-2025,Metro Card Recharge,368.93,Expense,Transportation
12-06-2025,BookMyShow Tickets,230.59,Expense,Entertainment
12-06-2025,PVR Cinemas,428.04,Expense,Entertainment
12-07-2025,Doctor Consultation,1807.54,Expense,Healthcare
12-07-2025,Bonus Credit,27680.84,Income,Income
12-07-2025,YouTube Premium,139.0,Expense,Subscriptions
12-08-2025,Travel Booking,9082.27,Expense,Travel
12-08-2025,Ajio Clothing,2532.94,Expense,Shopping
12-10-2025,Electricity Bill,4676.47,Expense,Utilities
12-10-2025,Swiggy Order,703.38,Expense,Food & Dining
12-10-2025,Interest Credit,2640.55,Income,Income
12-10-2025,Flipkart Order,2946.78,Expense,Shopping
12-11-2025,Amazon Purchase,5344.38,Expense,Shopping
12-11-2025,BookMyShow Tickets,745.1,Expense,Entertainment
12-11-2025,Cashback Credit,104.1,Income,Income
12-13-2025,Metro Card Recharge,781.54,Expense,Transportation
12-14-2025,Electricity Bill,3260.5,Expense,Utilities
12-16-2025,Uber Ride,243.86,Expense,Transportation
12-16-2025,Insurance Premium,7259.45,Expense,Insurance
12-17-2025,Petrol / Diesel,1176.91,Expense,Transportation
12-18-2025,Water Bill,205.3,Expense,Utilities
12-18-2025,Ola Cab,484.78,Expense,Transportation
12-18-2025,Hair Salon,601.96,Expense,Personal Care
12-18-2025,Doctor Consultation,1190.34,Expense,Healthcare
12-19-2025,1mg Medicine Order,408.92,Expense,Healthcare
12-19-2025,Water Bill,667.92,Expense,Utilities
12-19-2025,Amazon Purchase,2810.51,Expense,Shopping
12-20-2025,Electricity Bill,1049.18,Expense,Utilities
12-20-2025,Amazon Prime,979.5,Expense,Subscriptions
12-20-2025,Online Course,3745.64,Expense,Education
12-21-2025,Airtel Mobile Bill,594.64,Expense,Utilities
12-22-2025,Refund Credit,1365.75,Income,Income
12-22-2025,Rental Income,12692.98,Income,Income
12-22-2025,DMart Purchase,3052.35,Expense,Groceries
12-23-2025,Ajio Clothing,3252.76,Expense,Shopping
12-25-2025,Metro Card Recharge,544.22,Expense,Transportation
12-25-2025,BookMyShow Tickets,313.08,Expense,Entertainment
12-27-2025,Gaming Recharge,300.21,Expense,Entertainment
12-28-2025,Online Course,4888.36,Expense,Education
12-29-2025,UPI Received,7543.64,Income,Income
12-29-2025,YouTube Premium,139.0,Expense,Subscriptions
12-29-2025,ATM Withdrawal,1406.22,Expense,Miscellaneous
12-30-2025,Spotify Premium,119.0,Expense,Subscriptions
12-30-2025,Ajio Clothing,2349.71,Expense,Shopping
12-30-2025,School Fees,10658.6,Expense,Education
12-31-2025,Gaming Recharge,1435.86,Expense,Entertainment
12-31-2025,Dividend Credit,5839.07,Income,Income
12-31-2025,Hotstar Subscription,672.07,Expense,Subscriptions
12-31-2025,Flipkart Order,2168.1,Expense,Shopping
12-31-2025,PVR Cinemas,287.56,Expense,Entertainment
12-31-2025,House Rent,10837.9,Expense,Housing
